method;modification;ber percent;snr db;psnr db
lsb;poloviční kvantování;48.76365225580187;11.128274083243262;27.586509128788197
lsb;poloviční vzorkování;34.9609375;11.718859366401539;28.177094412952197
lsb;horní propusť 1/2 max frekv.;49.75419625331948;-10.730952239848559;5.727282806398517
lsb;dolní propusť 1/2 max frekv.;49.881157271100335;-12.287236009204246;4.170999036881975
lsb;MP3 překódování: 96k;50.08388049223654;-13.031132609385018;5.332312891852488
lsb;přidání šumu: SNR 10 dB;49.98552238482854;6.003188441302046;22.461423487162094
lsb;přidání šumu: SNR 20 dB;50.015492401281605;9.576273893813585;26.034508938498295
