method;modification;ber percent;snr db;psnr db
silence interval;half quantization;34.032302074894226;-2.8353052916830315;16.256285111897313
silence interval;half sampling;28.87840095868215;-2.996629927388246;16.0949604761921
silence interval;high-pass half max frequency;0.0;-14.500455397303394;4.5911944617240135
silence interval;low-pass half max frequency;0.0;-14.498141727492596;4.593508131534812
silence interval;mp3 transcoding: 96k;0.9187620889748549;-13.509377406413762;5.693152677988428
silence interval;noise: SNR 10 dB;42.51457151858853;-3.1504810017330778;15.941109401847266
silence interval;noise: SNR 20 dB;37.21917854047442;-2.8797643744079116;16.211826029172432
