method;modification;ber percent;snr db;psnr db
tone insertion;half quantization;45.05890376984127;7.668431041526441;25.306136455044715
tone insertion;half sampling;44.82266865079365;7.614628981289888;25.25233439480816
tone insertion;high-pass half max frequency;50.00992063492063;-13.118001526818913;4.519703886699359
tone insertion;low-pass half max frequency;49.010416666666664;-13.117712180689358;4.519993232828915
tone insertion;mp3 transcoding: 96k;49.530211794019934;-11.90063033775118;5.875857878154616
tone insertion;noise: SNR 10 dB;47.93960813492063;4.513132625097807;22.15083803861608
tone insertion;noise: SNR 20 dB;46.824776785714285;6.967826821374083;24.605532234892355
