method;params;ber percent;snr db;psnr db
dsss;alpha=0.05;0.48051249855674866;9.643186689729747;26.1014217348919
dsss;alpha=0.005;13.059237349901858;28.925927458632643;45.38416250504033
dsss;alpha=0.0025;22.43092238194204;34.47262383907962;50.93085888446152
