method;params;ber percent;snr db;psnr db
dsss dft;alpha=0.05;1.4201046798029557;10.612677131971967;28.954309667085113
dsss dft;alpha=0.005;19.667680110837438;30.44134811111642;48.78298064622957
dsss dft;alpha=0.0025;27.078266112479476;36.45879162845629;54.80042416356943
